TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"7917621","YuGiOh","25th Anniversary Rarity Collection II","Enemy Controller (Secret Rare)","","RA02-EN051","Secret Rare","Near Mint 1st Edition","0.35","","1.6400","0.1500","2","0","0.5000",""
"7918146","YuGiOh","25th Anniversary Rarity Collection II","Exosister Pax (Secret Rare)","","RA02-EN066","Secret Rare","Near Mint 1st Edition","0.27","","1.5300","0.0400","1","0","0.5500",""
"7917166","YuGiOh","25th Anniversary Rarity Collection II","Exosisters Magnifica (Secret Rare)","","RA02-EN038","Secret Rare","Near Mint 1st Edition","0.38","","1.6000","0.0500","1","0","0.5500",""
"7916291","YuGiOh","25th Anniversary Rarity Collection II","Fantastical Dragon Phantazmay (Alternate Art) (Secret Rare)","","RA02-EN013","Secret Rare","Near Mint 1st Edition","0.52","","1.6900","0.2000","1","0","0.5200",""
"7916286","YuGiOh","25th Anniversary Rarity Collection II","Fantastical Dragon Phantazmay (Alternate Art) (UR)","","RA02-EN013","Ultra Rare","Near Mint 1st Edition","0.35","","1.5700","0.0800","1","0","0.5500",""
"7917571","YuGiOh","25th Anniversary Rarity Collection II","Foolish Burial (PCR)","","RA02-EN049","Prismatic Collector's Rare","Near Mint 1st Edition","0.90","","2.0400","0.5500","2","0","1.0200",""
"7917551","YuGiOh","25th Anniversary Rarity Collection II","Foolish Burial (Secret Rare)","","RA02-EN049","Secret Rare","Near Mint 1st Edition","0.56","","1.7800","0.2900","2","0","0.6100",""
"7917886","YuGiOh","25th Anniversary Rarity Collection II","Forbidden Lance (PCR)","","RA02-EN058","Prismatic Collector's Rare","Near Mint 1st Edition","0.52","","1.6900","0.2000","1","0","0.5700",""
"7916696","YuGiOh","25th Anniversary Rarity Collection II","Garura, Wings of Resonant Life (PCR)","","RA02-EN024","Prismatic Collector's Rare","Near Mint 1st Edition","2.54","","3.6900","2.2000","2","0","2.7800",""
"7916351","YuGiOh","25th Anniversary Rarity Collection II","Ghost Mourner & Moonlit Chill (Alternate Art)","","RA02-EN015","Super Rare","Near Mint 1st Edition","0.35","0.25","1.5000","0.0100","1","0","0.5000",""
"7916356","YuGiOh","25th Anniversary Rarity Collection II","Ghost Mourner & Moonlit Chill (Alternate Art) (UR)","","RA02-EN015","Ultra Rare","Near Mint 1st Edition","0.36","","1.5400","0.0500","2","0","0.5000",""
"7916151","YuGiOh","25th Anniversary Rarity Collection II","Ghost Ogre & Snow Rabbit (Alternate Art) (Secret Rare)","","RA02-EN009","Secret Rare","Near Mint 1st Edition","0.69","","1.9900","0.5000","1","0","0.8100",""
"7916146","YuGiOh","25th Anniversary Rarity Collection II","Ghost Ogre & Snow Rabbit (Alternate Art) (UR)","","RA02-EN009","Ultra Rare","Near Mint 1st Edition","0.31","","1.6300","0.1400","3","0","0.5000",""
"7916641","YuGiOh","25th Anniversary Rarity Collection II","Guardian Chimera (Secret Rare)","","RA02-EN023","Secret Rare","Near Mint 1st Edition","0.67","","1.8600","0.3100","0","0","0.7500",""
"7917201","YuGiOh","25th Anniversary Rarity Collection II","Hieratic Seal of the Heavenly Spheres (Secret Rare)","","RA02-EN039","Secret Rare","Near Mint 1st Edition","0.57","","1.7900","0.3000","4","0","0.6300",""
"7916556","YuGiOh","25th Anniversary Rarity Collection II","Illusion of Chaos (PCR)","","RA02-EN020","Prismatic Collector's Rare","Near Mint 1st Edition","1.18","","2.4800","0.9900","1","0","1.1700",""
"7917306","YuGiOh","25th Anniversary Rarity Collection II","I:P Masquerena (Alternate Art) (Secret Rare)","","RA02-EN042","Secret Rare","Near Mint 1st Edition","0.60","0.59","1.9500","0.4500","3","0","0.8100",""
"7917301","YuGiOh","25th Anniversary Rarity Collection II","I:P Masquerena (Alternate Art) (UR)","","RA02-EN042","Ultra Rare","Near Mint 1st Edition","0.64","","1.8600","0.3700","6","0","0.6800",""
"7916326","YuGiOh","25th Anniversary Rarity Collection II","Magicians' Souls (Secret Rare)","","RA02-EN014","Secret Rare","Near Mint 1st Edition","3.12","","3.4900","2.0000","1","0","3.8000",""
"7917536","YuGiOh","25th Anniversary Rarity Collection II","Mystical Space Typhoon (PCR)","","RA02-EN048","Prismatic Collector's Rare","Near Mint 1st Edition","4.66","","4.4800","2.9900","1","0","5.2000",""
"7917116","YuGiOh","25th Anniversary Rarity Collection II","Number 38: Hope Harbinger Dragon Titanic Galaxy (PCR)","","RA02-EN036","Prismatic Collector's Rare","Near Mint 1st Edition","0.96","","2.2400","0.7400","1","0","1.1300",""
"7917151","YuGiOh","25th Anniversary Rarity Collection II","Number 60: Dugares the Timeless (PCR)","","RA02-EN037","Prismatic Collector's Rare","Near Mint 1st Edition","0.50","","1.7400","0.2500","3","0","0.5500",""
"7917131","YuGiOh","25th Anniversary Rarity Collection II","Number 60: Dugares the Timeless (Secret Rare)","","RA02-EN037","Secret Rare","Near Mint 1st Edition","0.40","","1.6800","0.1900","1","0","0.5000",""
"7917501","YuGiOh","25th Anniversary Rarity Collection II","Polymerization (PCR)","","RA02-EN047","Prismatic Collector's Rare","Near Mint 1st Edition","0.72","","1.9900","0.5000","1","0","0.8100",""
"7917481","YuGiOh","25th Anniversary Rarity Collection II","Polymerization (Secret Rare)","","RA02-EN047","Secret Rare","Near Mint 1st Edition","0.60","0.62","1.7400","0.2400","3","0","0.5600",""
"7917816","YuGiOh","25th Anniversary Rarity Collection II","Preparation of Rites (PCR)","","RA02-EN056","Prismatic Collector's Rare","Near Mint 1st Edition","0.73","","1.9400","0.4500","1","0","0.7700",""
"7916816","YuGiOh","25th Anniversary Rarity Collection II","PSY-Framelord Omega (Secret Rare)","","RA02-EN028","Secret Rare","Near Mint 1st Edition","0.49","0.40","1.7000","0.2000","1","0","0.5300",""
"7915961","YuGiOh","25th Anniversary Rarity Collection II","Ryko, Lightsworn Hunter (PCR)","","RA02-EN003","Prismatic Collector's Rare","Near Mint 1st Edition","0.71","","1.7800","0.2900","1","0","0.7900",""
"7918621","YuGiOh","25th Anniversary Rarity Collection II","Solemn Strike (PCR)","","RA02-EN079","Prismatic Collector's Rare","Near Mint 1st Edition","1.01","","2.1900","0.7000","2","0","1.1300",""
"7918566","YuGiOh","25th Anniversary Rarity Collection II","Solemn Warning (Secret Rare)","","RA02-EN078","Secret Rare","Near Mint 1st Edition","1.35","","2.1300","0.6400","4","0","1.4700",""
"7917936","YuGiOh","25th Anniversary Rarity Collection II","Twin Twisters (Secret Rare)","","RA02-EN060","Secret Rare","Near Mint 1st Edition","0.39","","1.7300","0.2400","2","0","0.5000",""
"7419986","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Ariane the Labrynth Servant","","MP23-EN228","Prismatic Secret Rare","Near Mint 1st Edition","1.87","1.81","2.7400","1.2500","1","0","2.3800",""
"7419996","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Arianna the Labrynth Servant","","MP23-EN229","Prismatic Secret Rare","Near Mint 1st Edition","3.00","3.18","3.7400","2.2500","1","0","3.0000",""
"7420816","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Black-Winged Assault Dragon","","MP23-EN187","Prismatic Secret Rare","Near Mint 1st Edition","1.17","6.65","1.9300","0.4400","1","0","1.1700",""
"7420251","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Blackwing - Shamal the Sandstorm","","MP23-EN153","Prismatic Secret Rare","Near Mint 1st Edition","0.41","0.50","1.5900","0.1000","1","0","0.5000",""
"7420291","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Blackwing - Sudri the Phantom Glimmer","","MP23-EN155","Prismatic Secret Rare","Near Mint 1st Edition","0.47","0.25","1.5900","0.1000","1","0","0.5000",""
"7419636","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Blue-Eyes Tyrant Dragon","","MP23-EN019","Prismatic Secret Rare","Near Mint 1st Edition","0.69","0.97","1.7800","0.2900","2","0","0.7700",""
"7420341","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Bystial Magnamhut","","MP23-EN157","Prismatic Secret Rare","Near Mint 1st Edition","2.35","4.59","2.4700","0.9800","1","0","2.3000",""
"7420351","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Hugin the Runick Wings","","MP23-EN249","Prismatic Secret Rare","Near Mint 1st Edition","1.36","1.95","2.2600","0.7700","1","0","1.6400",""
"7419606","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Illusion of Chaos","","MP23-EN017","Prismatic Secret Rare","Near Mint 1st Edition","1.28","4.75","2.1900","0.7000","1","0","1.7300",""
"7419971","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Lovely Labrynth of the Silver Castle","","MP23-EN226","Prismatic Secret Rare","Near Mint 1st Edition","1.34","12.60","2.4400","0.9500","1","0","1.3400",""
"7419786","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Patissciel Couverture","","MP23-EN110","Ultra Rare","Near Mint 1st Edition","0.45","0.49","1.7400","0.2500","1","0","0.5800",""
"7420256","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Therion ""King"" Regulus","","MP23-EN063","Prismatic Secret Rare","Near Mint 1st Edition","2.71","2.62","3.4400","1.9500","1","0","3.0000",""
"7419731","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Ultimate Fusion","","MP23-EN027","Ultra Rare","Near Mint 1st Edition","0.71","0.99","1.7400","0.2500","1","0","0.7200",""
"8220438","YuGiOh","25th Anniversary Tin: Dueling Mirrors","Cornfield Coatl","","MP24-EN207","Ultra Rare","Near Mint 1st Edition","0.48","0.99","1.7300","0.2400","1","0","0.5500",""
"8219758","YuGiOh","25th Anniversary Tin: Dueling Mirrors","Gigantic ""Champion"" Sargas","","MP24-EN071","Prismatic Secret Rare","Near Mint 1st Edition","6.05","6.89","5.4800","5.4800","1","0","7.4400",""
"8219938","YuGiOh","25th Anniversary Tin: Dueling Mirrors","Red-Eyes Black Meteor Dragon","","MP24-EN107","Prismatic Secret Rare","Near Mint 1st Edition","9.60","11.80","7.8100","6.5000","3","0","9.6000",""
"8220038","YuGiOh","25th Anniversary Tin: Dueling Mirrors","Spirit of Yubel","","MP24-EN127","Prismatic Secret Rare","Near Mint 1st Edition","3.21","3.61","3.5000","1.5000","1","0","3.5200",""
"567500","YuGiOh","5D's 2008 Starter Deck","Copycat","","5DS1-EN015","Common","Lightly Played Unlimited","0.56","","1.9800","0.4900","1","0","0.6200",""
"534702","YuGiOh","5D's Starter Deck 2009","Emergency Provisions","","5DS2-EN026","Common","Lightly Played 1st Edition","0.27","","1.6800","0.1900","1","0","0.5000",""
"1062950","YuGiOh","Abyss Rising","Gagaga Cowboy","","ABYR-EN041","Super Rare","Near Mint 1st Edition","1.11","","2.3000","0.8100","1","0","1.3000",""
"1064287","YuGiOh","Abyss Rising","Justice of Prophecy","","ABYR-EN023","Rare","Lightly Played Unlimited","0.60","","1.8300","0.3400","1","0","0.6500",""
"1062906","YuGiOh","Abyss Rising","Uminotaurus","","ABYR-EN095","Rare","Near Mint 1st Edition","0.28","","1.5400","0.0500","1","0","0.5000",""
"3902502","YuGiOh","Advent Calendar 2018","Ghost Reaper & Winter Cherries","","AC18-EN022","Ultra Rare","Near Mint 1st Edition","0.35","","1.6300","0.1400","1","0","0.5500",""
"4218312","YuGiOh","Advent Calendar 2019","Kuriboh","","AC19-EN001","Ultra Rare","Near Mint 1st Edition","7.42","","98.9900","96.0000","1","0","24.9500",""
"7474672","YuGiOh","Age of Overlord","Mannadium Trisukta (Quarter Century Secret Rare)","","AGOV-EN037","Quarter Century Secret Rare","Near Mint 1st Edition","13.89","","15.8900","15.8900","2","0","17.5800",""
"7474707","YuGiOh","Age of Overlord","Super Starslayer TY-PHON - Sky Crisis","","AGOV-EN042","Ultra Rare","Near Mint 1st Edition","2.71","23.99","3.4800","1.6900","0","0","2.4300",""
"7475172","YuGiOh","Age of Overlord","Tistina, the Divinity that Defies Darkness","","AGOV-EN089","Ultra Rare","Near Mint 1st Edition","0.47","0.34","1.6900","0.2000","3","0","0.4700",""
"8682895","YuGiOh","Alliance Insight","Ancient Fairy Life Dragon","","ALIN-EN039","Super Rare","Near Mint 1st Edition","0.50","0.53","1.8100","0.3200","4","0","0.7400",""
"8682830","YuGiOh","Alliance Insight","Live Twin Lil-la Sweet","","ALIN-EN028","Ultra Rare","Near Mint 1st Edition","2.04","2.06","3.2800","1.7900","1","0","2.0400",""
"8682810","YuGiOh","Alliance Insight","Red-Eyes Metal Claws Dragon","","ALIN-EN025","Super Rare","Near Mint 1st Edition","1.11","1.85","1.7800","0.2900","3","0","1.2500",""
"6924572","YuGiOh","Amazing Defenders","Overlay Regen","","AMDE-EN056","Super Rare","Near Mint 1st Edition","0.21","0.11","1.5300","0.0400","1","0","0.5000",""
"567881","YuGiOh","Ancient Sanctuary","Des Counterblow","","AST-107","Super Rare","Lightly Played Unlimited","0.83","","2.2300","0.7400","1","0","0.9200",""
"3002865","YuGiOh","Astral Pack 8","Igknight Gallant","","AP08-EN005","Super Rare","Near Mint Unlimited","0.35","","1.8400","0.3500","2","0","0.5000",""
"5387113","YuGiOh","Battle of Chaos","D/D/D Deviser King Deus Machinex","","BACH-EN044","Ultra Rare","Near Mint 1st Edition","1.36","3.30","2.3000","0.8100","3","0","1.3600",""
"5386153","YuGiOh","Battle of Chaos","D/D Gryphon","","BACH-EN013","Super Rare","Near Mint 1st Edition","0.71","0.95","1.8900","0.4000","1","0","0.7100",""
"5386823","YuGiOh","Battle of Chaos","Dinomorphia Stealthbergia","","BACH-EN039","Super Rare","Near Mint 1st Edition","0.22","0.19","1.5900","0.1000","1","0","0.5000",""
"5386118","YuGiOh","Battle of Chaos","Dinomorphia Therizia","","BACH-EN009","Secret Rare","Near Mint 1st Edition","0.48","","1.7400","0.2400","3","0","0.4800",""
"5385418","YuGiOh","Battle of Chaos","Magikuriboh","","BACH-EN001","Super Rare","Near Mint 1st Edition","1.55","4.60","2.4900","1.0000","7","0","1.5000",""
"5386173","YuGiOh","Battle of Chaos","S-Force Retroactive","","BACH-EN017","Super Rare","Near Mint 1st Edition","0.22","","1.5400","0.0500","1","0","0.5000",""
"5387134","YuGiOh","Battle of Chaos","Vampire Fascinator","","BACH-EN048","Super Rare","Near Mint 1st Edition","0.80","4.67","2.1400","0.6400","2","0","1.0100",""
"5386283","YuGiOh","Battle of Chaos","White Relic of Dogmatika","","BACH-EN035","Super Rare","Near Mint 1st Edition","0.33","0.41","1.5400","0.0500","2","0","0.5500",""
"1100382","YuGiOh","Battle Pack 2: War of the Giants","Big Shield Gardna","","BP02-EN032","Common","Lightly Played 1st Edition","0.49","","1.6600","0.1700","3","0","0.5400",""
"1100682","YuGiOh","Battle Pack 2: War of the Giants","Cardcar D","","BP02-EN112","Rare","Lightly Played 1st Edition","0.28","","1.5900","0.1000","1","0","0.5000",""
"1099216","YuGiOh","Battle Pack 2: War of the Giants","Enemy Controller","","BP02-EN144","Common","Lightly Played 1st Edition","0.11","","1.5700","0.0800","1","0","0.5000",""
"1100552","YuGiOh","Battle Pack 2: War of the Giants","Hedge Guard","","BP02-EN081","Common","Lightly Played 1st Edition","","","1.6200","0.1300","1","0","0.5000",""
"1104610","YuGiOh","Battle Pack 2: War of the Giants","Horn of the Unicorn (Mosaic Rare)","","BP02-EN134","Mosaic Rare","Lightly Played 1st Edition","0.45","","1.8900","0.4000","1","0","0.5000",""
"1100352","YuGiOh","Battle Pack 2: War of the Giants","Mataza the Zapper","","BP02-EN025","Common","Lightly Played 1st Edition","0.41","","1.6600","0.1700","1","0","0.5000",""
"1100782","YuGiOh","Battle Pack 2: War of the Giants","Reasoning","","BP02-EN139","Common","Lightly Played 1st Edition","0.19","","1.7100","0.2200","1","0","0.5000",""
"1244877","YuGiOh","Battle Pack 3: Monster League","Call of the Haunted","","BP03-EN187","Common","Lightly Played 1st Edition","0.12","","1.6400","0.1500","1","0","0.5000",""
"1246172","YuGiOh","Battle Pack 3: Monster League","Forbidden Chalice (Shatterfoil)","","BP03-EN164","Shatterfoil Rare","Lightly Played 1st Edition","1.35","","2.1500","0.6600","1","0","1.4900",""
"1246302","YuGiOh","Battle Pack 3: Monster League","Metalmorph (Shatterfoil)","","BP03-EN189","Shatterfoil Rare","Lightly Played 1st Edition","0.52","","1.9800","0.4900","1","0","0.5700",""
"878608","YuGiOh","Battle Pack: Epic Dawn","Airknight Parshath","","BP01-EN124","Common","Lightly Played 1st Edition","0.26","","1.7300","0.2400","1","0","0.5000",""
"878656","YuGiOh","Battle Pack: Epic Dawn","Big Shield Gardna","","BP01-EN176","Common","Lightly Played 1st Edition","0.25","","1.6700","0.1800","1","0","0.5000",""
"1118218","YuGiOh","Battle Pack: Epic Dawn","Blast Sphere (Starfoil)","","BP01-EN175","Starfoil Rare","Lightly Played 1st Edition","0.55","","1.8900","0.4000","1","0","0.6100",""
"1118051","YuGiOh","Battle Pack: Epic Dawn","Blowback Dragon (Starfoil)","","BP01-EN008","Starfoil Rare","Lightly Played 1st Edition","1.21","","2.2300","0.7400","1","0","1.7400",""
"878663","YuGiOh","Battle Pack: Epic Dawn","Chainsaw Insect","","BP01-EN142","Common","Lightly Played 1st Edition","0.28","","1.6900","0.2000","1","0","0.5000",""
"878632","YuGiOh","Battle Pack: Epic Dawn","D.D. Assailant","","BP01-EN133","Common","Lightly Played 1st Edition","1.56","","4.8900","3.4000","0","0","1.7800",""
"878707","YuGiOh","Battle Pack: Epic Dawn","Magic Cylinder","","BP01-EN091","Common","Lightly Played 1st Edition","0.69","","1.9500","0.4600","1","0","0.7500",""
"1116470","YuGiOh","Battle Pack: Epic Dawn","Night Assailant (Starfoil)","","BP01-EN187","Starfoil Rare","Near Mint 1st Edition","0.47","","1.8900","0.4000","1","0","0.4700",""
"1116343","YuGiOh","Battle Pack: Epic Dawn","Old Vindictive Magician (Starfoil)","","BP01-EN060","Starfoil Rare","Near Mint 1st Edition","1.23","","3.0900","1.6000","1","0","1.2300",""
"1118076","YuGiOh","Battle Pack: Epic Dawn","Swords of Revealing Light (Starfoil)","","BP01-EN033","Starfoil Rare","Lightly Played 1st Edition","0.46","","1.5900","0.1000","1","0","0.5100",""
"878713","YuGiOh","Battle Pack: Epic Dawn","Torrential Tribute","","BP01-EN051","Rare","Lightly Played 1st Edition","0.54","","1.7900","0.3000","1","0","0.5400",""
"876794","YuGiOh","Battle Pack: Epic Dawn","United We Stand","","BP01-EN043","Rare","Near Mint 1st Edition","0.68","","1.9800","0.4900","1","0","0.7500",""
"4497774","YuGiOh","Battles of Legend: Armageddon","Black Whirlwind","","BLAR-EN060","Ultra Rare","Near Mint 1st Edition","1.63","2.42","2.1400","0.6500","3","0","1.8000",""
"4497949","YuGiOh","Battles of Legend: Armageddon","Cross-Sheep","","BLAR-EN092","Ultra Rare","Near Mint 1st Edition","0.62","0.90","1.7300","0.2400","2","0","0.7900",""
"4497749","YuGiOh","Battles of Legend: Armageddon","Elemental HERO Chaos Neos","","BLAR-EN055","Ultra Rare","Near Mint 1st Edition","0.29","0.24","1.6200","0.1300","1","0","0.2900",""
"4497924","YuGiOh","Battles of Legend: Armageddon","Formud Skipper","","BLAR-EN087","Ultra Rare","Near Mint 1st Edition","0.27","0.17","1.6300","0.1400","2","0","0.5000",""
"4497514","YuGiOh","Battles of Legend: Armageddon","Fossil Dragon Skullgar","","BLAR-EN010","Secret Rare","Near Mint 1st Edition","0.34","0.40","1.6600","0.1700","1","0","0.5000",""
"4497509","YuGiOh","Battles of Legend: Armageddon","Fossil Dragon Skullgios","","BLAR-EN009","Secret Rare","Near Mint 1st Edition","0.35","0.38","1.6900","0.2000","1","0","0.5000",""
"4497504","YuGiOh","Battles of Legend: Armageddon","Fossil Warrior Skull Bone","","BLAR-EN008","Secret Rare","Near Mint 1st Edition","0.29","0.23","1.6400","0.1500","1","0","0.5000",""
"4497494","YuGiOh","Battles of Legend: Armageddon","Fossil Warrior Skull King","","BLAR-EN006","Secret Rare","Near Mint 1st Edition","0.36","0.43","1.7000","0.2100","1","0","0.5000",""
"4497759","YuGiOh","Battles of Legend: Armageddon","Goyo Guardian","","BLAR-EN057","Ultra Rare","Near Mint 1st Edition","2.43","4.92","1.9900","0.5000","13","0","2.8500",""
"4497769","YuGiOh","Battles of Legend: Armageddon","Koa'ki Meiru Drago","","BLAR-EN059","Ultra Rare","Near Mint 1st Edition","1.63","2.75","2.4700","0.9800","2","0","1.7800",""
"4497534","YuGiOh","Battles of Legend: Armageddon","Miracle Rupture","","BLAR-EN014","Secret Rare","Near Mint 1st Edition","1.06","3.12","2.2400","0.7500","1","0","1.1400",""
"4497574","YuGiOh","Battles of Legend: Armageddon","Number 1: Numeron Gate Ekam","","BLAR-EN022","Ultra Rare","Near Mint 1st Edition","0.27","","1.5900","0.1000","2","0","0.5000",""
"4497579","YuGiOh","Battles of Legend: Armageddon","Number 2: Numeron Gate Dve","","BLAR-EN023","Ultra Rare","Near Mint 1st Edition","0.31","","1.6700","0.1800","2","0","0.5000",""
"4497604","YuGiOh","Battles of Legend: Armageddon","Number 3: Cicada King","","BLAR-EN028","Ultra Rare","Near Mint 1st Edition","1.25","1.63","2.3000","0.8100","9","0","1.3300",""
"4497584","YuGiOh","Battles of Legend: Armageddon","Number 3: Numeron Gate Trini","","BLAR-EN024","Ultra Rare","Near Mint 1st Edition","0.37","0.40","1.6400","0.1500","2","0","0.5000",""
